,ic
2468,0.17285873192436038
2469,0.16618464961067853
2470,0.2004449388209121
2471,0.1568409343715239
2472,0.11768631813125695
2473,0.09988876529477196
2474,0.0353726362625139
2475,-0.04293659621802002
2476,0.06918798665183537
2477,0.033592880978865404
2478,0.02469410456062291
2479,-0.007341490545050056
2480,0.15239154616240266
2481,0.2040044493882091
2482,0.22180200222469412
2483,0.30589543937708563
2484,0.26140155728587317
2485,0.2805339265850945
2486,0.30856507230255836
2487,0.3913236929922136
2488,0.4153503893214683
2489,0.40556173526140155
2490,0.3993325917686318
2491,0.4117908787541713
2492,0.45317018909899887
2493,0.4473859844271412
2494,0.44783092324805335
2495,0.4638487208008899
2496,0.47630700778642937
2497,0.5105672969966629
2498,0.4896551724137932
2499,0.45272525027808674
2500,0.4113459399332592
2501,0.43270300333704115
2502,0.41579532814238046
2503,0.43492769744160176
2504,0.4042269187986652
2505,0.43403781979977757
2506,0.4451612903225806
2507,0.48609566184649605
2508,0.49499443826473855
2509,0.5372636262513905
2510,0.5461624026696329
2511,0.5274749721913237
2512,0.5479421579532814
2513,0.4629588431590656
2514,0.5630700778642936
2515,0.5301446051167964
2516,0.48787541713014465
2517,0.47363737486095664
2518,0.4220244716351501
2519,0.3508342602892102
2520,0.3793103448275862
2521,0.35884315906562847
2522,0.2943270300333704
2523,0.27252502780867627
2524,0.2307007786429366
2525,0.17419354838709677
2526,0.14171301446051168
2527,0.12880978865406006
2528,0.0932146829810901
2529,0.15506117908787542
2530,0.19777530589543937
2531,0.16395995550611792
2532,0.23515016685205786
2533,0.13414905450500555
2534,0.13147942157953282
2535,0.12080088987764183
2536,0.21201334816462733
2537,0.2876529477196885
2538,0.31345939933259176
2539,0.2
2540,0.20222469410456062
2541,0.1835372636262514
2542,0.21735261401557288
2543,0.27608453837597335
2544,0.21957730812013349
2545,0.22491657397107895
2546,0.29076751946607343
2547,0.3592880978865406
2548,0.39221357063403783
2549,0.44249165739710794
2550,0.453615127919911
2551,0.49855394883203563
2552,0.5199110122358176
2553,0.5016685205784205
2554,0.5043381535038932
2555,0.5314794215795328
2556,0.5314794215795328
2557,0.40867630700778645
2558,0.4273637374860957
2559,0.4082313681868743
2560,0.3864293659621802
2561,0.40511679644048937
2562,0.4206896551724138
2563,0.32057842046718577
2564,0.3552836484983315
2565,0.32858731924360396
2566,0.32057842046718577
2567,0.2947719688542826
2568,0.2671857619577308
2569,0.3414905450500556
2570,0.39532814238042263
2571,0.39621802002224693
2572,0.3699666295884316
2573,0.3668520578420467
2574,0.4024471635150167
