,ic
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,-0.31123470522803115
30,-0.3090100111234705
31,-0.30189098998887653
32,-0.3459399332591768
33,-0.32858731924360396
34,-0.3414905450500556
35,-0.3147942157953281
36,-0.3014460511679644
37,-0.1657397107897664
38,-0.0914349276974416
39,-0.22625139043381537
40,-0.2164627363737486
41,-0.10522803114571745
42,-0.21557285873192436
43,-0.26807563959955505
44,-0.23381535038932147
45,-0.22224694104560622
46,-0.22091212458286985
47,-0.21512791991101224
48,-0.21423804226918797
49,-0.24849833147942155
50,-0.28587319243604004
51,-0.29343715239154616
52,-0.2489432703003337
53,-0.26629588431590656
54,-0.2551724137931034
55,-0.21557285873192436
56,-0.19555061179087874
57,-0.13993325917686317
58,-0.059844271412680755
59,-0.029588431590656286
60,-0.06562847608453837
61,-0.06384872080088987
62,-0.0371523915461624
63,-0.01846496106785317
64,0.0024471635150166847
65,-0.05494994438264739
66,-0.06696329254727475
67,-0.16618464961067853
68,-0.1884315906562848
69,-0.08832035595105672
70,-0.08921023359288098
71,-0.11101223581757509
72,-0.05183537263626252
73,0.07675194660734148
74,0.10166852057842046
75,0.09988876529477196
76,0.08298109010011123
77,0.09810901001112346
78,0.10789766407119021
79,0.13770856507230256
80,0.1096774193548387
81,0.11368186874304784
82,0.012235817575083427
83,0.07541713014460512
84,-0.014015572858731925
85,-0.013125695216907676
86,-0.05183537263626252
87,-0.057174638487208
88,-0.09054505005561733
89,-0.04160177975528365
90,-0.009121245828698554
91,-0.04872080088987764
92,-0.06785317018909899
93,-0.17508342602892102
94,-0.07764182424916574
95,-0.06518353726362626
96,-0.04471635150166852
97,-0.03982202447163515
98,0.026028921023359287
99,-0.023359288097886538
100,0.017130144605116793
101,0.055394883203559515
102,0.07897664071190211
103,0.007341490545050056
104,-0.03670745272525028
105,-0.0046718576195773085
106,0.03225806451612903
107,-0.04827586206896552
108,-0.1546162402669633
109,-0.17730812013348163
110,-0.16662958843159065
111,-0.14171301446051168
112,-0.07764182424916574
113,-0.11991101223581756
114,-0.026028921023359287
115,0.06740823136818688
116,0.0896551724137931
117,0.1003337041156841
118,0.10878754171301447
119,0.14126807563959956
120,0.10166852057842046
121,0.10923248053392658
122,0.034037819799777526
123,0.022914349276974413
124,0.011345939933259176
125,0.06384872080088987
126,0.11724137931034483
127,0.10478309232480533
128,0.014460511679644046
129,0.07541713014460512
130,0.040711902113459396
131,0.010901001112347052
132,-0.015350389321468297
133,-0.029588431590656286
134,-0.0424916573971079
135,-0.0011123470522803117
136,0.0046718576195773085
137,0.17419354838709677
138,0.2511679644048943
139,0.22447163515016688
140,0.2307007786429366
141,0.15639599555061176
142,0.1203559510567297
143,0.11813125695216908
144,0.15016685205784203
