,ic
645,-0.027589275952231974
646,-0.009344754758014056
647,-0.04405384385920912
648,-0.02714428763042178
649,0.01357214381521089
650,0.005562354022627413
651,0.04783624459459576
652,0.02714428763042178
653,0.06630325994971878
654,0.04761375043369067
655,-0.008677272275298766
656,0.024251863538655525
657,0.023806875216845335
658,0.03315162997485939
659,0.06074090592709137
660,0.01357214381521089
661,-0.02469685186046572
662,-0.022471910251414755
663,0.058293470157135305
664,-0.007342307309868187
665,-0.023806875216845335
666,-0.0709756373287258
667,-0.09189008845380488
668,-0.008232283953488573
669,-0.002003116156612713
670,0.08924995320018865
671,0.13149404909491208
672,0.18175750834260287
673,0.2516129032258065
674,0.3027808676307008
675,0.3232480533926585
676,0.37486095661846497
677,0.3552836484983315
678,0.32725250278086765
679,0.32769744160177977
680,0.32057842046718577
681,0.22224694104560622
682,0.1635150166852058
683,0.1875417130144605
684,0.2307007786429366
685,0.23515016685205786
686,0.26184649610678534
687,0.33392658509454953
688,0.34015572858731924
689,0.3432703003337041
690,0.27697441601779754
691,0.27208008898776415
692,0.2729699666295884
693,0.2525027808676307
694,0.22402669632925473
695,0.2422691879866518
696,0.24716351501668518
697,0.21957730812013349
698,0.21067853170189096
699,0.16173526140155728
700,0.13414905450500555
701,0.20088987764182425
702,0.21245828698553948
703,0.20311457174638486
704,0.15951056729699667
705,0.14660734149054505
706,0.18531701890989988
707,0.21512791991101224
708,0.28409343715239155
709,0.31345939933259176
710,0.3913236929922136
711,0.3481646273637375
712,0.35795328142380417
713,0.37441601779755285
714,0.28587319243604004
715,0.35350389321468295
716,0.2867630700778643
717,0.22847608453837595
718,0.21937924265242523
719,0.11258204541797885
720,0.19112248421747793
721,0.11169206877435849
722,0.11769941111879609
723,0.12726666003771525
724,0.14662365203645863
725,0.0847702753048418
726,0.06830570739786465
727,0.04583379714644989
728,0.11102458629164319
729,0.12615418923318975
730,0.0978974307982425
731,0.08076538040855007
732,0.004227389057196835
733,0.028479252595852357
734,-0.014684614619736374
735,0.0037824007353866413
736,-0.10123484321181894
737,-0.1755478929541212
738,-0.14595616955374333
739,-0.20402714554997353
740,-0.16308821994343578
741,-0.1599555061179088
742,-0.20266963292547271
743,-0.20444938820912126
744,-0.11902113459399331
745,-0.04827586206896552
746,-0.03270300333704116
747,-0.03492769744160178
748,-0.04516129032258065
749,0.0932146829810901
750,0.09855394883203561
751,0.1385984427141268
752,0.10567296996662959
753,0.1875417130144605
754,0.20667408231368187
755,0.14705228031145717
756,0.0896551724137931
757,0.060734149054505006
758,-0.009566184649610678
759,-0.08698553948832036
760,-0.11234705228031144
761,-0.14438264738598441
762,-0.17285873192436038
763,-0.17152391546162402
764,-0.08743047830923248
765,-0.05272525027808676
766,-0.07096774193548387
767,-0.0033370411568409346
768,0.028253615127919914
769,0.001557285873192436
770,-0.06562847608453837
771,-0.05761957730812013
772,-0.0932146829810901
773,0.005561735261401557
774,-0.1114571746384872
775,-0.0843159065628476
776,-0.1439377085650723
777,-0.13681868743047831
778,-0.1385984427141268
779,-0.23159065628476083
780,-0.21201334816462733
781,-0.23692992213570632
782,-0.2040044493882091
783,-0.2186874304783092
784,-0.18086763070077863
785,-0.25739710789766407
786,-0.2867630700778643
787,-0.30945494994438266
788,-0.3076751946607342
789,-0.24582869855394882
790,-0.2462736373748609
791,-0.23515016685205786
792,-0.2502780867630701
793,-0.24582869855394882
794,-0.28142380422691876
795,-0.33793103448275863
796,-0.335706340378198
797,-0.3886540600667408
798,-0.38064516129032255
799,-0.3592880978865406
800,-0.33837597330367075
801,-0.3281423804226919
802,-0.2560622914349277
803,-0.3686318131256952
804,-0.3187986651835373
805,-0.37085650723025576
806,-0.3045606229143492
807,-0.23203559510567295
808,-0.1546162402669633
809,-0.08876529477196884
810,-0.09721913236929922
811,-0.21067853170189096
812,-0.2422691879866518
813,-0.3196885428253615
814,-0.34638487208008895
815,-0.24271412680756396
816,-0.14838709677419354
817,-0.09766407119021134
818,-0.12614015572858733
819,-0.12169076751946609
820,-0.11101223581757509
821,-0.18442714126807563
822,-0.19021134593993325
823,-0.19021134593993325
824,-0.21957730812013349
825,-0.21913236929922134
826,-0.1959955506117909
827,-0.1385984427141268
828,-0.1959955506117909
829,-0.2921023359288098
830,-0.31835372636262516
831,-0.24404894327030033
832,-0.2800889877641824
833,-0.2800889877641824
