time,open,high,low,close,MA,MA,MA,MA,MA
2009-11-18,0.00110568,0.00110568,0.00110568,0.00110568,0.0012616953333333331,0.0012488112499999997,,,
2009-11-19,0.00107274,0.00107274,0.00107274,0.00107274,0.0012461326666666664,0.0012204712499999998,,,
2009-11-20,0.00107733,0.00107733,0.00107733,0.00107733,0.0012308759999999995,0.0011875212499999998,,,
2009-11-21,0.00106369,0.00106369,0.00106369,0.00106369,0.0012160426666666664,0.0011510649999999997,,,
2009-11-22,0.00105922,0.00105922,0.00105922,0.00105922,0.0012013459999999994,0.0011226937499999997,,,
2009-11-23,0.00100038,0.00100038,0.00100038,0.00100038,0.0011840059999999994,0.0010932712499999997,,,0.0011952994
2009-11-24,0.00092682,0.00092682,0.00092682,0.00092682,0.0011617619999999993,0.0010604837499999997,,,0.0011985574
2009-11-25,0.00090034,0.00090034,0.00090034,0.00090034,0.001139400666666666,0.0010257749999999998,,,0.0011988734
2009-11-26,0.00089713,0.00089713,0.00089713,0.00089713,0.001112578666666666,0.0009997062499999998,,,0.001195808
2009-11-27,0.00086039,0.00086039,0.00086039,0.00086039,0.001080542666666666,0.0009731624999999999,,,0.0011913302
2009-11-28,0.0008488,0.0008488,0.0008488,0.0008488,0.0010467733333333327,0.0009445962499999998,,,0.0011842972
2009-11-29,0.00082926,0.00082926,0.00082926,0.00082926,0.0010163113333333327,0.0009152924999999998,,,0.001178474
2009-11-30,0.00082384,0.00082384,0.00082384,0.00082384,0.0009888499999999995,0.0008858699999999998,,,0.0011718832
2009-12-01,0.0008106,0.0008106,0.0008106,0.0008106,0.0009636153333333329,0.0008621474999999998,,,0.0011660542
2009-12-02,0.00079525,0.00079525,0.00079525,0.00079525,0.0009380979999999996,0.0008457012499999998,,,0.0011593836
2009-12-03,0.00077093,0.00077093,0.00077093,0.00077093,0.0009157813333333328,0.0008295249999999998,,,0.001152091
2009-12-04,0.00074585,0.00074585,0.00074585,0.00074585,0.0008939886666666663,0.0008106149999999998,,,0.0011436068
2009-12-05,0.00074806,0.00074806,0.00074806,0.00074806,0.0008720373333333329,0.0007965737499999999,,,0.0011336698
2009-12-06,0.00073284,0.00073284,0.00073284,0.00073284,0.0008499806666666663,0.0007820787499999999,,,0.0011234991999999999
2009-12-07,0.00071822,0.00071822,0.00071822,0.00071822,0.0008272473333333329,0.0007681987499999999,,,0.0011133544
2009-12-08,0.00070027,0.00070027,0.00070027,0.00070027,0.0008072399999999994,0.0007527524999999999,,,0.0011024
2009-12-09,0.00068691,0.00068691,0.00068691,0.00068691,0.0007912459999999995,0.0007372912499999998,,,0.0010914683999999999
2009-12-10,0.00067047,0.00067047,0.00067047,0.00067047,0.0007759213333333328,0.0007216937499999999,,,0.0010806653999999999
2009-12-11,0.00066516,0.00066516,0.00066516,0.00066516,0.0007604566666666661,0.0007084724999999999,,,0.0010695723999999999
2009-12-12,0.00063984,0.00063984,0.00063984,0.00063984,0.0007457533333333328,0.00069522125,,,0.0010572258
2009-12-13,0.00061788,0.00061788,0.00061788,0.00061788,0.0007303586666666661,0.00067894875,,,0.0010441194
2009-12-14,0.00061487,0.00061487,0.00061487,0.00061487,0.0007160659999999994,0.0006642025,,,0.0010306552
2009-12-15,0.00061487,0.00061487,0.00061487,0.00061487,0.0007021346666666661,0.0006512837499999999,,,0.0010176281999999999
2009-12-16,0.00062246,0.00062246,0.00062246,0.00062246,0.0006895919999999994,0.0006415574999999999,,,0.001004813
2009-12-17,0.00061337,0.00061337,0.00061337,0.00061337,0.0006774666666666661,0.0006323649999999999,,,0.0009913893999999998
2009-12-18,0.00061637,0.00061637,0.00061637,0.00061637,0.000667162666666666,0.0006256024999999999,,,0.0009784057999999997
2009-12-19,0.00063024,0.00063024,0.00063024,0.00063024,0.0006594553333333327,0.0006212374999999999,,,0.0009658979999999999
2009-12-20,0.0006271,0.0006271,0.0006271,0.0006271,0.0006513913333333327,0.0006196449999999998,,,0.0009535075999999999
2009-12-21,0.0006271,0.0006271,0.0006271,0.0006271,0.0006443419999999994,0.0006207974999999999,,,0.0009416674
2009-12-22,0.0006334,0.0006334,0.0006334,0.0006334,0.0006386873333333326,0.0006231137499999999,,,0.0009292125999999999
2009-12-23,0.0006334,0.0006334,0.0006334,0.0006334,0.0006342293333333326,0.00062543,,,0.0009164165999999999
2009-12-24,0.0006334,0.0006334,0.0006334,0.0006334,0.0006306619999999992,0.0006267975000000001,,,0.0009029609999999999
2009-12-25,0.0006334,0.0006334,0.0006334,0.0006334,0.0006281906666666658,0.00062930125,,,0.0008895054
2009-12-26,0.0006334,0.0006334,0.0006334,0.0006334,0.0006260733333333326,0.00063143,,,0.0008764495999999999
2009-12-27,0.0006334,0.0006334,0.0006334,0.0006334,0.0006256439999999992,0.0006318249999999999,,,0.0008635242
2009-12-28,0.0006334,0.0006334,0.0006334,0.0006334,0.0006266786666666659,0.0006326124999999999,,,0.0008509825999999999
2009-12-29,0.0006334,0.0006334,0.0006334,0.0006334,0.0006279139999999992,0.0006334,,,0.0008384409999999999
2009-12-30,0.00064299,0.00064299,0.00064299,0.00064299,0.0006297886666666658,0.0006345987499999999,,,0.0008265856000000001
2009-12-31,0.00068879,0.00068879,0.00068879,0.00068879,0.0006342106666666658,0.0006415224999999999,,,0.0008143722
2010-01-01,0.00071822,0.00071822,0.00071822,0.00071822,0.000641200666666666,0.0006521249999999999,,,0.000801918
2010-01-02,0.00071822,0.00071822,0.00071822,0.00071822,0.0006479906666666659,0.0006627275000000001,,,0.0007891756
2010-01-03,0.00071822,0.00071822,0.00071822,0.00071822,0.0006538559999999992,0.00067333,,,0.0007778161999999999
2010-01-04,0.00071822,0.00071822,0.00071822,0.00071822,0.0006599306666666659,0.0006839325,,,0.0007674654
2010-01-05,0.00071822,0.00071822,0.00071822,0.00071822,0.0006660053333333325,0.0006945349999999999,,,0.0007580474000000001
2010-01-06,0.00071822,0.00071822,0.00071822,0.00071822,0.0006716599999999992,0.0007051375,,,0.0007488516
2010-01-07,0.00071822,0.00071822,0.00071822,0.00071822,0.0006773146666666658,0.0007145412499999999,,,0.0007411023999999999
2010-01-08,0.00071822,0.00071822,0.00071822,0.00071822,0.0006829693333333325,0.00071822,,,0.000734012
2010-01-09,0.00071822,0.00071822,0.00071822,0.00071822,0.0006886239999999992,0.00071822,,,0.0007268298
2010-01-10,0.00071822,0.00071822,0.00071822,0.00071822,0.0006942786666666659,0.00071822,,,0.0007199203999999999
2010-01-11,0.00071822,0.00071822,0.00071822,0.00071822,0.0006999333333333326,0.00071822,,,0.0007131004
2010-01-12,0.00071822,0.00071822,0.00071822,0.00071822,0.0007055879999999993,0.00071822,,0.0009513783000000001,0.0007074572
2010-01-13,0.00071822,0.00071822,0.00071822,0.00071822,0.0007112426666666658,0.00071822,,0.0009509213,0.0007032852
2010-01-14,0.00071822,0.00071822,0.00071822,0.00071822,0.0007162579999999992,0.00071822,,0.0009492581,0.0006996427999999999
2010-01-15,0.00071822,0.00071822,0.00071822,0.00071822,0.0007182199999999992,0.00071822,,0.0009459363,0.0006960645999999998
2010-01-16,0.00283078,0.00283078,0.00283078,0.00283078,0.0008590573333333336,0.0009822900000000002,,0.0009634013,0.0007354723999999998
2010-01-17,0.00280002,0.00280002,0.00280002,0.00280002,0.0009978440000000003,0.0012425150000000002,,0.000979397,0.0007744967999999998
2010-01-18,0.00294594,0.00294594,0.00294594,0.00294594,0.0011463586666666668,0.0015209800000000003,,0.0009976522,0.0008168303999999998
2010-01-19,0.00273583,0.00273583,0.00273583,0.00273583,0.001280866,0.0017731812500000003,,0.0010134767,0.0008550701999999997
2010-01-20,0.00291937,0.00291937,0.00291937,0.00291937,0.0014276093333333336,0.002048325,,0.0010316499,0.0008972455999999998
2010-01-21,0.00289335,0.00289335,0.00289335,0.00289335,0.0015726180000000002,0.0023202162500000002,,0.0010492956,0.0009392075999999998
2010-01-22,0.00304822,0.00304822,0.00304822,0.00304822,0.0017279513333333337,0.00261146625,,0.0010684222,0.0009847533999999998
2010-01-23,0.0032111,0.0032111,0.0032111,0.0032111,0.0018941433333333336,0.0029230762500000004,,0.0010888325999999999,0.0010340583999999997
2010-01-24,0.00325203,0.00325203,0.00325203,0.00325203,0.0020630640000000003,0.0029757325,,0.0011089038,0.0010841377999999998
2010-01-25,0.00325404,0.00325404,0.00325404,0.00325404,0.0022321186666666667,0.003032485,,0.0011290305,0.0011345617999999997
2010-01-26,0.0033661,0.0033661,0.0033661,0.0033661,0.0024086440000000006,0.003085005,,0.0011504369,0.0011875193999999996
2010-01-27,0.00318532,0.00318532,0.00318532,0.00318532,0.0025731173333333334,0.00314119125,,0.0011698102,0.0012372203999999997
2010-01-28,0.00328116,0.00328116,0.00328116,0.00328116,0.0027439800000000005,0.003186415,,0.0011902869,0.0012891054
2010-01-29,0.00325935,0.00325935,0.00325935,0.00325935,0.002913388666666667,0.0032321650000000004,,0.0012107741999999998,0.001340883
2010-01-30,0.00324076,0.00324076,0.00324076,0.00324076,0.0030815580000000003,0.0032562325000000006,,0.0012309836999999998,0.0013923949999999998
2010-01-31,0.00329826,0.00329826,0.00329826,0.00329826,0.0031127233333333336,0.0032671275000000005,,0.0012513945999999998,0.0014455633999999997
2010-02-01,0.00329674,0.00329674,0.00329674,0.00329674,0.003145838,0.0032727162500000005,,0.00127163,0.0014991406
2010-02-02,0.00336372,0.00336372,0.00336372,0.00336372,0.0031736900000000003,0.00328642625,,0.0012923863999999999,0.0015541175999999998
2010-02-03,0.00349589,0.00349589,0.00349589,0.00349589,0.003224360666666667,0.0033026500000000007,,0.0013146830999999997,0.0016117379999999997
2010-02-04,0.00357028,0.00357028,0.00357028,0.00357028,0.0032677546666666666,0.0033507700000000007,,0.0013377536999999997,0.0016706943999999998
2010-02-05,0.00365898,0.00365898,0.00365898,0.00365898,0.003318796666666667,0.003397997500000001,,0.0013614979999999998,0.0017316065999999999
2010-02-06,0.00367229,0.00367229,0.00367229,0.00367229,0.0033604013333333334,0.003449615000000001,,0.0013855653999999998,0.0017927249999999998
2010-02-07,0.00373511,0.00373511,0.00373511,0.00373511,0.0033953353333333334,0.003511408750000001,,0.0014103602,0.0018548224
2010-02-08,0.00379478,0.00379478,0.00379478,0.00379478,0.003431518666666667,0.003573473750000001,,0.0014358417999999998,0.0019181759999999997
2010-02-09,0.00380257,0.00380257,0.00380257,0.00380257,0.0034680873333333335,0.003636702500000001,,0.0014616763999999998,0.0019816853999999997
2010-02-10,0.00385683,0.00385683,0.00385683,0.00385683,0.0035008026666666667,0.003698341250000001,,0.0014876832999999997,0.0020461539999999997
2010-02-11,0.0038466,0.0038466,0.0038466,0.0038466,0.003544888,0.003742180000000001,,0.0015134172999999999,0.0021104179999999998
2010-02-12,0.00391053,0.00391053,0.00391053,0.00391053,0.003586846,0.003784711250000001,,0.0015394608,0.0021759606
2010-02-13,0.00400465,0.00400465,0.00400465,0.00400465,0.0036365326666666664,0.003827920000000001,,0.0015664455,0.0022433856
2010-02-14,0.00405351,0.00405351,0.00405351,0.00405351,0.0036907159999999997,0.003875572500000001,,0.0015941186999999999,0.0023117878
2010-02-15,0.00414731,0.00414731,0.00414731,0.00414731,0.003747319333333333,0.003927097500000001,,0.0016227950999999998,0.002382066
2010-02-16,0.00420345,0.00420345,0.00420345,0.00420345,0.0038077666666666665,0.0039781812500000015,,0.0016522248000000002,0.0024534669999999995
2010-02-17,0.00426112,0.00426112,0.00426112,0.00426112,0.0038675933333333335,0.004035500000000002,,0.0016822312,0.0025260214
2010-02-18,0.004307,0.004307,0.004307,0.004307,0.003921667333333333,0.004091771250000001,,0.0017129436,0.0025993016
2010-02-19,0.00441501,0.00441501,0.00441501,0.00441501,0.003977982666666667,0.0041628225000000015,,0.0017440991,0.002673826
2010-02-20,0.00455934,0.00455934,0.00455934,0.00455934,0.0040380066666666665,0.0042439237500000015,,0.0017762832,0.0027506483999999998
2010-02-21,0.00466157,0.00466157,0.00466157,0.00466157,0.004103958666666667,0.004326038750000001,,0.0018093455,0.0028295154
2010-02-22,0.0047061,0.0047061,0.0047061,0.0047061,0.004168691333333334,0.0044076125000000015,,0.0018435446,0.002909273
2010-02-23,0.00484966,0.00484966,0.00484966,0.00484966,0.004239016666666666,0.004495406250000001,,0.0018796836,0.0029919017999999998
2010-02-24,0.00497488,0.00497488,0.00497488,0.00497488,0.004317170666666667,0.004591835000000001,,0.0019175412,0.0030770349999999997
2010-02-25,0.00502917,0.00502917,0.00502917,0.00502917,0.004395326666666667,0.0046878412500000015,,0.0019560528,0.003163254
2010-02-26,0.00510412,0.00510412,0.00510412,0.00510412,0.004479161333333333,0.004787481250000001,,0.0019960372,0.0032509719999999995
2010-02-27,0.00516823,0.00516823,0.00516823,0.00516823,0.0045630079999999995,0.004881633750000001,,0.0020369921,0.0033399721999999997
2010-02-28,0.00529801,0.00529801,0.00529801,0.00529801,0.0046492320000000005,0.004973967500000001,,0.0020791989,0.003431568
2010-03-01,0.00539695,0.00539695,0.00539695,0.00539695,0.004738794666666667,0.00506589,,0.0021225315,0.0035251425999999995
2010-03-02,0.00547226,0.00547226,0.00547226,0.00547226,0.004827124666666667,0.00516166,,0.0021666618999999997,0.0036202233999999994
2010-04-25,0.003,0.003,0.003,0.003,0.004746894666666666,0.0049304525,,0.0021866580999999998,0.0036658589999999996
2010-04-26,0.003,0.003,0.003,0.003,0.00466282,0.0046835925,,0.0022073899,0.0037114946
2010-04-30,0.003,0.003,0.003,0.003,0.004575686666666666,0.0044299462500000004,,0.0022283865,0.0037571301999999997
2010-05-01,0.003,0.003,0.003,0.003,0.004481352666666666,0.00416693125,,0.0022494152,0.0038027658
2010-05-02,0.003,0.003,0.003,0.003,0.004377396666666667,0.0038959025000000003,,0.0022708113,0.0038061501999999995
2010-05-03,0.003,0.003,0.003,0.003,0.004266625333333333,0.0036086512500000008,,0.0022923233,0.0038101497999999995
2010-05-04,0.003,0.003,0.003,0.003,0.004152885333333333,0.0033090325000000005,,0.0023140306999999997,0.003811231
2010-05-05,0.0031,0.0035,0.0031,0.0035,0.004062908,0.0030625000000000006,,0.0023407923,0.0038265143999999997
2010-05-06,0.004,0.0043,0.004,0.0043,0.004017916,0.0032249999999999996,,0.002375686299999999,0.0038541269999999993
2010-05-07,0.0043,0.0043,0.0042,0.0042,0.003962638,0.0033749999999999995,,0.0024097337999999992,0.00388026
2010-05-08,0.0035,0.0035,0.0035,0.0035,0.003855696666666667,0.0034374999999999996,,0.002437024499999999,0.0038892955999999994
2010-05-10,0.0039,0.0039,0.0039,0.0039,0.003771148,0.0035499999999999993,,0.002468565999999999,0.0039030735999999997
2010-05-11,0.004,0.0041,0.004,0.0041,0.0036912806666666662,0.0036874999999999994,,0.0025020853999999986,0.003920033
2010-05-12,0.0042,0.0044,0.0042,0.0044,0.003624817333333333,0.003862499999999999,,0.0025387569999999987,0.0039429522
2010-05-14,0.004,0.004,0.004,0.004,0.003526666666666666,0.003987499999999999,,0.0025715747999999986,0.0039556302
2010-05-18,0.0047,0.0047,0.0045,0.0045,0.003626666666666666,0.004112499999999999,,0.002609572099999999,0.0039819237999999995
2010-05-19,0.0046,0.0046,0.0046,0.0046,0.003733333333333333,0.004149999999999999,,0.0026487029999999988,0.0040083006
2010-05-20,0.0045,0.0045,0.0045,0.0045,0.0038333333333333327,0.004187499999999999,,0.0026869982999999987,0.0040331136
2010-05-22,0.0043,0.0047,0.0043,0.0047,0.003946666666666666,0.004337499999999999,,0.0027273466999999984,0.0040622984
2010-05-23,0.0049,0.0049,0.0045,0.0045,0.004046666666666666,0.0044125,,0.0027659482999999986,0.004086333199999999
2010-05-25,0.0048,0.0048,0.0048,0.0048,0.004166666666666666,0.004499999999999999,,0.0028077694999999988,0.0041163983999999995
2010-05-26,0.0046,0.0046,0.0046,0.0046,0.004273333333333333,0.0045249999999999995,,0.0028476207999999985,0.0041411239999999995
2010-05-27,0.0046,0.0046,0.0046,0.0046,0.004346666666666665,0.0046,,0.0028874720999999986,0.0041632062
2010-05-28,0.0045,0.0045,0.0045,0.0045,0.004359999999999999,0.0046,,0.0029262474999999987,0.0041818006
2010-05-29,0.0045,0.0045,0.0045,0.0045,0.0043799999999999985,0.0045874999999999996,,0.0029651137999999987,0.004198621
2010-05-30,0.0045,0.0045,0.0045,0.0045,0.004446666666666666,0.0045874999999999996,,0.0030039500999999983,0.0042151752
2010-06-07,0.0046,0.0046,0.0045,0.0045,0.004486666666666665,0.0045625,,0.0030426476999999984,0.004230472999999999
2010-06-09,0.0046,0.0046,0.0046,0.0046,0.004519999999999998,0.004574999999999999,,0.0030823766999999985,0.0042465774
2010-06-10,0.005,0.005,0.005,0.005,0.004559999999999998,0.0046,,0.0031261056999999986,0.004270525999999999
2010-06-14,0.005,0.005,0.005,0.005,0.004626666666666665,0.00465,,0.0031697716999999986,0.0042933894
2010-06-18,0.005,0.005,0.005,0.005,0.004659999999999998,0.0047,,0.0032134376999999985,0.0043164574
2010-06-22,0.005,0.005,0.005,0.005,0.0046866666666666645,0.0047625,,0.0032571036999999984,0.0043382468
2010-06-23,0.005,0.005,0.005,0.005,0.0047199999999999985,0.004825,,0.0033007696999999988,0.004358153799999999
2010-06-24,0.0051,0.0054,0.005,0.005,0.0047399999999999986,0.0048875,,0.0033444356999999987,0.0043770836
2010-06-26,0.0044,0.0044,0.0044,0.0044,0.004733333333333332,0.004875000000000001,,0.0033821016999999987,0.0043821374000000005
2010-06-28,0.005,0.0058,0.0044,0.0058,0.004799999999999999,0.005025000000000001,,0.003433767699999999,0.0044140684
2010-06-30,0.0054,0.0054,0.0054,0.0054,0.004853333333333332,0.0050750000000000005,,0.003481433699999999,0.0044368459999999995
2010-07-01,0.0055,0.0066,0.0055,0.0066,0.004986666666666665,0.005275,,0.003541003799999999,0.0044827059999999995
2010-07-02,0.0055,0.0055,0.0055,0.0055,0.0050533333333333316,0.0053375,,0.003589115899999999,0.0045044058
2010-07-03,0.0061,0.0065,0.0055,0.0065,0.005186666666666665,0.005525,,0.0036469336999999987,0.004543219
2010-07-04,0.0055,0.0068,0.0055,0.0068,0.005339999999999998,0.005750000000000001,,0.003707751499999999,0.0045859876
2010-07-05,0.0055,0.008,0.0055,0.008,0.005573333333333332,0.006125,,0.003780569299999999,0.0046518656
2010-07-06,0.0058,0.0058,0.0058,0.0058,0.005653333333333332,0.0063,,0.0038313870999999986,0.0046708724
2010-07-07,0.0058,0.008,0.0058,0.008,0.005853333333333332,0.006575000000000001,,0.003904204899999999,0.0047313748
2010-07-08,0.0063,0.0063,0.0063,0.0063,0.005939999999999998,0.006687500000000001,,0.003960022699999999,0.0047567914
2010-07-10,0.0081,0.0081,0.0081,0.0081,0.006146666666666667,0.006874999999999999,,0.004033840499999999,0.004816709
2010-07-11,0.0084,0.0084,0.007,0.007,0.00628,0.007062499999999999,,0.004096658299999999,0.0048533444
2010-07-12,0.012,0.014,0.01,0.014,0.006880000000000001,0.008,,0.004229476099999999,0.0050273842
2010-07-13,0.016,0.017,0.0125,0.0125,0.00738,0.0087125,,0.004347293899999999,0.0051694452
2010-07-14,0.0183,0.0625,0.0183,0.0201,0.008426666666666667,0.010225,,0.004541111699999999,0.005462
2010-07-15,0.0251,0.0725,0.0251,0.045,0.01104,0.015125,0.0029676538999999984,0.0049839294999999995,0.0063019999999999994
2010-07-16,0.0472,0.0925,0.0448,0.075,0.015680000000000003,0.0235,0.0033388342999999985,0.005726747299999999,0.007742
2010-07-17,0.04951,0.04951,0.04951,0.04951,0.018540666666666667,0.028901249999999996,0.0035819615999999987,0.0062146651,0.0086722
2010-07-18,0.05941,0.08585,0.05941,0.08584,0.023896666666666667,0.03861875,0.004005909599999999,0.007065882899999999,0.010329000000000001
2010-07-19,0.0909,0.09307,0.07723,0.0808,0.028849999999999997,0.04784375,0.004404488199999998,0.0078455751,0.011885000000000001
2010-07-20,0.08181,0.08181,0.07426,0.07474,0.03337933333333333,0.05543625,0.004772185949999999,0.0085649749,0.013319800000000001
2010-07-21,0.07425,0.07921,0.06634,0.07921,0.03812666666666666,0.063775,0.005162633849999998,0.009327615499999999,0.014844000000000001
2010-07-22,0.07921,0.08181,0.0505,0.05149,0.04117266666666666,0.06769875,0.0054143169499999986,0.0098151572,0.0158038
2010-07-23,0.0505,0.06767,0.0505,0.06262,0.044814,0.06990125,0.005721906699999998,0.0104121635,0.0169702
2010-07-24,0.06161,0.06161,0.05049,0.05454,0.04803,0.06734375,0.005988962799999998,0.01092863,0.017977
2010-07-25,0.05545,0.05941,0.0505,0.0505,0.05085666666666667,0.0674675,0.006235784999999998,0.0114031478,0.018917000000000003
2010-07-26,0.05,0.056,0.05,0.056,0.05412333333333333,0.0637375,0.006509934699999998,0.0119310368,0.019959
2010-07-27,0.0559,0.0605,0.053,0.06,0.05719,0.0611375,0.006803710149999999,0.0124985165,0.021077
2010-07-28,0.06,0.062,0.054,0.0589,0.060283333333333335,0.0591575,0.007092003299999998,0.013054976099999999,0.022167
2010-07-29,0.0597,0.0699,0.0571,0.0699,0.06360333333333333,0.05799375,0.007435375999999998,0.013720315099999969,0.023485
2010-07-30,0.0698,0.0698,0.0582,0.0627,0.06478333333333333,0.059394999999999996,0.007742636049999998,0.014315461899999968,0.024649
2010-07-31,0.065,0.06889,0.056,0.06785,0.06430666666666666,0.06004874999999999,0.008075718599999998,0.014961150299999969,0.025914000000000003
2010-08-01,0.061,0.065,0.06,0.0611,0.06507933333333334,0.06086874999999999,0.008375165499999998,0.01553955679999997,0.027046
2010-08-02,0.0625,0.0633,0.06,0.06001,0.06335733333333333,0.062057499999999995,0.008669116449999998,0.01610724919999997,0.028152200000000002
2010-08-03,0.06,0.065,0.059,0.06,0.06197066666666666,0.06255749999999999,0.008962830599999997,0.01667426659999997,0.029262200000000002
2010-08-04,0.0623,0.06231,0.057,0.057,0.060787999999999995,0.062182499999999995,0.009241464599999997,0.01721129919999997,0.030306200000000002
2010-08-05,0.0581,0.061,0.058,0.061,0.059574,0.062445,0.009540024199999999,0.017787661999999968,0.0314342
2010-08-06,0.062,0.0624,0.0607,0.0623,0.06029466666666667,0.061494999999999994,0.009845193099999998,0.01837570309999997,0.0325882
2010-08-07,0.0608,0.0622,0.059,0.059,0.060053333333333334,0.06103249999999999,0.010133876999999998,0.018930000299999968,0.0336782
2010-08-08,0.059,0.061,0.059,0.0609,0.06047733333333334,0.06016374999999999,0.010431954249999997,0.01950241049999997,0.0348062
2010-08-09,0.06091,0.0735,0.0593,0.0704,0.061804000000000005,0.06132625,0.010777626499999984,0.020169687599999972,0.0361242
2010-08-10,0.068,0.0709,0.06651,0.07,0.06273733333333334,0.06257499999999999,0.011121348349999984,0.02083233649999997,0.0374342
2010-08-11,0.06,0.07541,0.06,0.067,0.06320400000000001,0.06344999999999999,0.011450115249999983,0.02146438869999997,0.0386822
2010-08-12,0.068,0.07,0.06141,0.07,0.063944,0.065075,0.011794019699999984,0.022126362999999972,0.0399822
2010-08-13,0.0665,0.068,0.0645,0.0645,0.063584,0.0655125,0.012110238999999984,0.02273279469999997,0.041172200000000006
2010-08-14,0.0655,0.0695,0.0645,0.067,0.06387066666666667,0.06609999999999999,0.012438872999999984,0.023364328699999968,0.042412200000000004
2010-08-15,0.067,0.067,0.065,0.06529,0.0637,0.06688625000000001,0.012758792099999985,0.02397812339999997,0.043618000000000004
2010-08-16,0.06319,0.0679,0.062,0.0655,0.06399333333333333,0.06746125,0.013079761199999984,0.02459307689999997,0.044828
2010-08-17,0.0655,0.0769,0.06243,0.07,0.06465933333333335,0.06741125,0.013423330249999983,0.02525254179999997,0.046128
