,ic
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,-0.030033370411568408
30,-0.06829810901001113
31,-0.11412680756395997
32,-0.15417130144605118
33,-0.04961067853170189
34,0.010011123470522802
35,-0.05628476084538376
36,-0.15061179087875418
37,-0.047830923248053395
38,0.007341490545050056
39,0.07452725250278086
40,-0.005561735261401557
41,0.03270300333704116
42,0.06829810901001113
43,0.08164627363737487
44,0.13281423804226916
45,0.2756395995550612
46,0.1657397107897664
47,0.10389321468298107
48,0.1710789766407119
49,0.06251390433815351
50,0.1203559510567297
51,0.14171301446051168
52,0.23159065628476083
53,0.21023359288097884
54,0.20934371523915463
55,0.21735261401557288
56,0.3704115684093437
57,0.3931034482758621
58,0.4353726362625139
59,0.36017797552836484
60,0.38242491657397104
61,0.44471635150166855
62,0.48565072302558404
63,0.5065628476084539
64,0.47185761957730815
65,0.36151279199110126
66,0.37174638487208006
67,0.3348164627363737
68,0.32146829810900995
69,0.3512791991101224
70,0.3797552836484983
71,0.43893214682981085
72,0.44382647385984425
73,0.4540600667408231
74,0.5163515016685205
75,0.4593993325917686
76,0.4634037819799778
77,0.4647385984427141
78,0.48120133481646277
79,0.48075639599555064
80,0.4883203559510568
81,0.49321468298109006
82,0.4816462736373748
83,0.47274749721913245
84,0.4117908787541713
85,0.3637374860956618
86,0.33793103448275863
87,0.3050055617352614
88,0.2667408231368187
89,0.3196885428253615
90,0.23159065628476083
91,0.16618464961067853
92,0.08075639599555061
93,0.05139043381535039
94,0.13103448275862067
95,0.23159065628476083
96,0.22091212458286985
97,0.32146829810900995
98,0.27519466073414905
99,0.24449388209121245
100,0.3454949944382647
101,0.23381535038932147
102,0.20222469410456062
103,0.1546162402669633
104,0.21112347052280311
105,0.11457174638487205
106,0.10211345939933258
107,0.08654060066740822
108,0.012235817575083427
109,-0.035817575083426034
110,0.017130144605116793
111,-0.009566184649610678
112,-0.060734149054505006
113,-0.16307007786429364
114,-0.09810901001112346
115,0.05005561735261402
116,0.0353726362625139
117,0.05628476084538376
118,0.0006674082313681868
119,0.029143492769744164
120,0.034037819799777526
121,0.0011123470522803117
122,0.023359288097886538
123,0.06562847608453837
124,0.041156840934371525
125,0.03848720800889878
126,0.009121245828698554
127,-0.10522803114571745
128,-0.08654060066740822
129,-0.08164627363737487
130,-0.1621802002224694
131,-0.11546162402669634
132,-0.11590656284760845
133,-0.17552836484983317
134,-0.23781979977753054
135,-0.061179087875417135
136,0.005116796440489433
137,-0.0914349276974416
138,-0.0389321468298109
139,0.001557285873192436
140,0.11679644048943269
141,0.19377085650723025
142,0.21423804226918797
143,0.17018909899888765
144,0.1203559510567297
145,0.1670745272525028
146,0.1114571746384872
147,0.09944382647385984
148,0.1768631813125695
