,0
31,0.009638362274972057
32,0.006666666666666599
34,-0.0007161973689170376
35,0.022451135763338792
36,-0.011771652090483031
37,0.029254822941154446
38,0.012253924518725201
39,0.00885142255005289
40,0.0280969291832045
41,0.031189677943716188
42,0.034088669950739
43,0.0444260573465296
44,0.10628955576416432
45,0.10934589678974471
46,0.01051903797718401
47,-0.053979424773354934
48,-0.03188719614363422
73,0.10152333204782105
76,-0.024633921488754984
97,0.004268250249367833
98,0.16332378223495692
104,0.02929784487039433
109,-0.015974615679194892
115,-0.010856355829214959
119,0.020573108008817176
151,0.006612643374131366
157,0.0005680204487361618
162,-0.0029192268757209927
191,-0.009191011235955004
195,-0.00459541583824119
196,0.011494469464282231
197,0.0035201430407330037
198,0.059324550009278276
199,0.01973833208480702
200,-0.014873887873768421
201,0.010082636037627823
202,-0.013270239687275032
205,-0.030274696473854945
206,0.018246895544192787
207,0.10243553008595985
208,-0.027954669508486463
209,-0.03050918142602077
234,0.010325933030977064
264,0.003994135692197753
270,-0.00272535911920202
273,0.0006363408631612222
277,0.002323769307142287
278,-0.011988258662176232
281,0.0012992617830778208
282,-0.0023489040584347975
306,0.016674689159774436
307,-0.07252017900978891
342,0.03240508749142168
343,0.06715589918315645
344,0.007287496658873183
345,0.031561765267670294
346,0.05310610902058621
347,-0.008258961023723477
348,-0.011120483693849104
349,0.01836001360818118
350,0.01680620329130611
351,0.09467529540333608
352,-0.11041675558658515
376,0.000452676556905951
388,0.0016135305609541462
389,0.012888384524011531
392,0.026165027789653683
393,0.020271653527687228
394,0.0072243184671936245
409,0.07978299965275792
433,-0.00045372296194379214
435,0.03079437930164719
436,0.039182864270324025
437,0.019485981570249944
438,-0.008584228834289886
439,0.07112836439913561
440,0.02449052505748095
441,0.03793636541577072
442,0.026846364641681886
443,-0.07541091004401912
448,0.038031321978375665
449,0.03734875459543918
450,0.07510025749544136
451,0.07418444104856903
459,0.06753380306248613
477,0.006418225056750604
478,0.031919857545201547
484,0.0688175554876379
485,0.01039227381431762
487,0.017437881751861006
488,0.05365493567109403
490,-0.03590462108786041
496,0.014778565374009567
497,-0.05617723049925116
498,-0.04479042755623541
501,0.010431187809450626
502,-0.03267137008165433
511,0.050256722129543574
512,-0.018395670204927383
533,0.14756824955432868
537,0.06401546184102735
540,0.008651885034394513
551,0.014417732658509319
552,0.128654039231354
553,0.03692622295126591
554,0.010663680572317036
555,-0.026279922554922175
556,-0.0035506394993007895
557,0.021833597163811058
558,0.050315957602169226
559,-0.014846103388775345
566,0.04805177821730844
567,0.04083830495360319
568,0.017763228297159595
579,0.027010109551558692
588,0.09194078163226904
589,0.03444944273025641
590,0.005988544773955828
591,0.17844207753460228
592,0.21306827860611421
593,-0.03884222949252303
594,0.10946106625649121
595,0.02888868406519074
596,-0.04523977440194393
600,-0.06618014631232838
615,0.03520516453986222
616,-0.030440866651368248
617,0.10492077458143612
619,0.004367552261930752
620,0.15609046317356734
627,0.02146816108193994
628,0.004007984530365438
629,0.04097881291382044
630,0.10349722342145196
632,0.10920217597355941
639,-0.10177835654151846
640,0.04158556789110002
641,-0.11361906313621706
642,-0.05758105102486977
643,-0.015855939431119292
644,-0.0717965313611677
645,-0.006294169240230296
646,0.06852324942866139
647,0.059948629114150886
648,-0.03295455325484187
649,-0.07501922804764227
650,-0.02398514862284462
651,0.0243987687146755
652,-0.05801599927816237
653,-0.01042809696282987
654,0.006297491695860691
656,0.07500277788930831
657,0.061999920752037974
659,0.04411515213970507
661,0.10412681232208176
665,-0.03572684317688135
668,-0.024293678942416852
669,0.03671517328446294
670,0.04351590223668311
681,-0.016624844884701062
686,-0.034707911509398004
694,0.016294356252670394
695,0.018990261376689133
696,-0.015652749252208942
697,-0.055766471272755025
698,0.0041614620558825255
699,0.025809550923494684
700,0.019460826263539066
701,-0.013708411925577701
702,0.031132132756635178
703,0.06725161936108903
704,0.0024716856119426645
705,0.022886499614815037
706,0.015562929727198194
707,0.03363485885992412
709,0.014746934630893715
710,0.04871591470121783
711,0.06075693719276898
713,0.015028441816001048
714,0.032316660027306376
716,0.011179391838136099
717,-0.015001818330328875
718,-0.0032252227710543035
719,0.028341405327808156
720,-0.016101863390500792
721,-0.005541569320170359
722,-0.004121340305983212
723,0.007671219504258642
724,-0.015759876085653213
725,0.0478573959497397
728,0.037466223531959275
730,-0.004174047809314185
731,-0.0033020904207086144
732,0.005912808001139469
733,0.09795462225153051
735,0.028216692545341093
736,-0.01028906974704702
737,0.04594741867999341
740,0.016501858533678804
741,-0.012443928520635472
742,0.007915466073291522
743,-0.009762070119367028
744,0.005690027756414917
745,0.054361506928508385
747,0.021187977783297063
748,0.00498293520823212
749,-0.059453012440054964
750,-0.08770503136145447
772,-0.007230666351382586
773,-0.042598491344669975
776,0.01854210816840962
777,-0.026915340308018676
787,0.02817039448876868
793,0.0005014261114463237
795,-0.009772344906570751
796,-0.006720477635208999
797,-0.01215145646528204
800,0.016762700386247165
802,-0.026472597805221598
808,-0.003940411238291919
812,0.0570955804743527
814,-0.04155718115757412
816,0.002585052765739171
818,0.0015037887970472674
821,-0.002827040770055911
822,0.0032010689980053186
826,-0.005486203360693276
827,-0.005809857409907249
828,-0.000958495792195535
832,0.014686041455116094
834,0.005202943091630274
835,0.010311711072875762
867,0.05740817691686084
874,0.008628593700699794
881,-0.007265472461639444
883,0.008386357642094167
884,0.0009157204810962272
889,0.028815273765628535
892,0.00734328149754937
901,0.0034268744159924314
914,0.02321016791204844
920,-0.0028100830558743795
963,0.032428440555648974
964,0.12158054384227124
966,0.026479165089520418
994,0.018730487872462342
995,0.06599839391510054
996,0.09946710482539367
997,-0.13764748324392373
999,-0.01965794286962652
1037,0.0005546183019103923
1039,-0.021701116110213636
1040,0.018131120658745004
1041,0.04492313861684649
1043,-0.009392996592697767
1048,0.024619360460363504
1049,0.008219006798876993
1052,-0.025881577788417598
1059,0.03374695740605327
1067,0.018078749625720536
1068,0.009790007689568503
1069,-0.044040230869971886
1073,0.037200928560512936
1076,0.020202870942351403
1081,0.06851079491607248
1099,0.03882015296557184
1114,0.024292678224478115
1118,-0.008858731865560632
1133,-0.05623376473773023
1175,0.01829326754601135
1176,-6.82324929413003e-05
1177,-0.03526920441061998
1185,0.05704948414782818
1206,0.036604730159769394
1221,0.014119296427153483
1222,0.09211208000161575
1223,-0.019917733598876497
1224,-0.01821447204374904
1280,-0.010244310909564347
1282,0.0018689304491847913
1284,0.014917480123650018
1287,0.0014574692855466864
1289,0.018085080899061134
1312,-0.011975856102921068
1324,0.007858052689146633
1342,0.01391308217771603
1343,-0.0035455026385762256
1344,0.0022201802365431345
1346,-0.028865630867485614
1351,0.008801271300679314
1353,-0.00046287820873502916
1354,-0.009473759335220655
1355,-0.0018793155218429503
1358,0.002117570623885401
1359,0.04721100654041277
1360,0.057046013498034176
1361,0.0063111576771377464
1362,0.0015778586801611372
1363,0.047998723257689946
1364,-0.0027191846974041756
1365,0.04267710545957493
1366,-0.023199586176662734
1370,-0.047261518776796185
1382,0.06850228273841541
1383,0.013840845989767203
1384,-0.03182268718714121
1386,-0.024823494255536427
1389,0.03023375750466606
1390,0.01230814666105462
1391,0.055469881014686084
1392,0.0030628763157640737
1393,0.014760670996063041
1394,-0.03202649910295785
1395,0.06274946240527379
1396,0.08239306178521932
1397,0.07134415491954993
1398,0.029266286328206492
1399,-0.0710415429752036
1401,0.09889400751050026
1408,0.07027312637035266
1409,-0.0006889106595356909
1418,0.03584660578568921
1419,0.19431041965458662
1422,0.06988529641388452
1423,-0.011767512034209893
1424,-0.014735505565207307
